instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,season_name,weather_desc,month,dayofweek,casual_ratio,Cluster
263,2011-09-20,3,0,9,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.561667,0.532217,0.88125,0.134954,438,3203,3641,2011,Fall,Mist,September,1,0.13674679987511706,0
264,2011-09-21,3,0,9,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.595,0.550533,0.9,0.0964042,539,3813,4352,2011,Fall,Mist,September,2,0.14135851035929714,0
265,2011-09-22,3,0,9,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.628333,0.554963,0.902083,0.128125,555,4240,4795,2011,Fall,Mist,September,3,0.13089622641509435,0
266,2011-09-23,4,0,9,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.609167,0.522125,0.9725,0.0783667,258,2137,2395,2011,Winter,Mist,September,4,0.12072999532054282,2
267,2011-09-24,4,0,9,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,2011,Winter,Mist,September,5,0.4869755963805868,0
268,2011-09-25,4,0,9,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.634167,0.572637,0.845,0.0503792,1544,3466,5010,2011,Winter,Mist,September,6,0.44547028274668204,0
269,2011-09-26,4,0,9,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.649167,0.589042,0.848333,0.1107,684,3946,4630,2011,Winter,Mist,September,0,0.17334009123162697,0
270,2011-09-27,4,0,9,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.636667,0.574525,0.885417,0.118171,477,3643,4120,2011,Winter,Mist,September,1,0.13093604172385398,0
271,2011-09-28,4,0,9,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.635,0.575158,0.84875,0.148629,480,3427,3907,2011,Winter,Mist,September,2,0.14006419608987453,0
272,2011-09-29,4,0,9,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.616667,0.574512,0.699167,0.172883,653,4186,4839,2011,Winter,Clear,September,3,0.15599617773530816,0
273,2011-09-30,4,0,9,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.564167,0.544829,0.6475,0.206475,830,4372,5202,2011,Winter,Clear,September,4,0.1898444647758463,0
274,2011-10-01,4,0,10,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.41,0.412863,0.75375,0.292296,480,1949,2429,2011,Winter,Mist,October,5,0.24628014366341713,2
275,2011-10-02,4,0,10,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.356667,0.345317,0.791667,0.222013,616,2302,2918,2011,Winter,Mist,October,6,0.2675933970460469,2
276,2011-10-03,4,0,10,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.384167,0.392046,0.760833,0.0833458,330,3240,3570,2011,Winter,Mist,October,0,0.10185185185185185,0
277,2011-10-04,4,0,10,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.484167,0.472858,0.71,0.205854,486,3970,4456,2011,Winter,Clear,October,1,0.12241813602015113,0
278,2011-10-05,4,0,10,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.538333,0.527138,0.647917,0.17725,559,4267,4826,2011,Winter,Clear,October,2,0.13100539020389032,0
279,2011-10-06,4,0,10,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.494167,0.480425,0.620833,0.134954,639,4126,4765,2011,Winter,Clear,October,3,0.15487154629180805,0
280,2011-10-07,4,0,10,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.510833,0.504404,0.684167,0.0223917,949,4036,4985,2011,Winter,Clear,October,4,0.23513379583746283,0
281,2011-10-08,4,0,10,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,2011,Winter,Clear,October,5,0.7041587901701323,0
282,2011-10-09,4,0,10,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.540833,0.523983,0.7275,0.06345,2397,3114,5511,2011,Winter,Clear,October,6,0.7697495183044316,0
283,2011-10-10,4,0,10,1,1,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,2011,Winter,Clear,October,0,0.4202053844018873,0
284,2011-10-11,4,0,10,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.566667,0.546096,0.80875,0.143042,667,3896,4563,2011,Winter,Mist,October,1,0.1712012320328542,0
285,2011-10-12,4,0,10,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.543333,0.517717,0.90625,0.24815,217,2199,2416,2011,Winter,Light Rain/Snow,October,2,0.098681218735789,2
286,2011-10-13,4,0,10,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.589167,0.551804,0.896667,0.141787,290,2623,2913,2011,Winter,Mist,October,3,0.11056042699199391,2
287,2011-10-14,4,0,10,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.550833,0.529675,0.71625,0.223883,529,3115,3644,2011,Winter,Mist,October,4,0.16982343499197433,0
288,2011-10-15,4,0,10,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.506667,0.498725,0.483333,0.258083,1899,3318,5217,2011,Winter,Clear,October,5,0.5723327305605787,0
289,2011-10-16,4,0,10,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.511667,0.503154,0.486667,0.281717,1748,3293,5041,2011,Winter,Clear,October,6,0.5308229577892499,0
290,2011-10-17,4,0,10,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.534167,0.510725,0.579583,0.175379,713,3857,4570,2011,Winter,Clear,October,0,0.18485869847031372,0
291,2011-10-18,4,0,10,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5325,0.522721,0.701667,0.110087,637,4111,4748,2011,Winter,Mist,October,1,0.15495013378739966,0
292,2011-10-19,4,0,10,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.541739,0.513848,0.895217,0.243339,254,2170,2424,2011,Winter,Light Rain/Snow,October,2,0.11705069124423963,2
293,2011-10-20,4,0,10,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.475833,0.466525,0.63625,0.422275,471,3724,4195,2011,Winter,Clear,October,3,0.1264769065520945,0
294,2011-10-21,4,0,10,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4275,0.423596,0.574167,0.221396,676,3628,4304,2011,Winter,Clear,October,4,0.18632855567805953,0
295,2011-10-22,4,0,10,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,2011,Winter,Clear,October,5,0.5336418654325382,0
296,2011-10-23,4,0,10,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,2011,Winter,Clear,October,6,0.5861694424330196,0
297,2011-10-24,4,0,10,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.463333,0.457067,0.772083,0.118792,699,3488,4187,2011,Winter,Clear,October,0,0.200401376146789,0
298,2011-10-25,4,0,10,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.471667,0.463375,0.622917,0.166658,695,3992,4687,2011,Winter,Clear,October,1,0.17409819639278556,0
299,2011-10-26,4,0,10,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.484167,0.472846,0.720417,0.148642,404,3490,3894,2011,Winter,Mist,October,2,0.11575931232091691,0
300,2011-10-27,4,0,10,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.47,0.457046,0.812917,0.197763,240,2419,2659,2011,Winter,Mist,October,3,0.09921455146754857,2
301,2011-10-28,4,0,10,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.330833,0.318812,0.585833,0.229479,456,3291,3747,2011,Winter,Mist,October,4,0.13855970829535097,0
302,2011-10-29,4,0,10,0,6,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.254167,0.227913,0.8825,0.351371,57,570,627,2011,Winter,Light Rain/Snow,October,5,0.1,2
303,2011-10-30,4,0,10,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.319167,0.321329,0.62375,0.176617,885,2446,3331,2011,Winter,Clear,October,6,0.3618152085036795,0
304,2011-10-31,4,0,10,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.356063,0.703333,0.10635,362,3307,3669,2011,Winter,Clear,October,0,0.10946477169640158,0
305,2011-11-01,4,0,11,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.400833,0.397088,0.68375,0.135571,410,3658,4068,2011,Winter,Clear,November,1,0.11208310552214325,0
306,2011-11-02,4,0,11,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3775,0.390133,0.71875,0.0820917,370,3816,4186,2011,Winter,Clear,November,2,0.09696016771488469,0
307,2011-11-03,4,0,11,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.408333,0.405921,0.702083,0.136817,318,3656,3974,2011,Winter,Clear,November,3,0.08698030634573305,0
308,2011-11-04,4,0,11,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.403333,0.403392,0.6225,0.271779,470,3576,4046,2011,Winter,Mist,November,4,0.13143176733780762,0
309,2011-11-05,4,0,11,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.326667,0.323854,0.519167,0.189062,1156,2770,3926,2011,Winter,Clear,November,5,0.41732851985559566,0
310,2011-11-06,4,0,11,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.348333,0.362358,0.734583,0.0920542,952,2697,3649,2011,Winter,Clear,November,6,0.3529847979236188,0
311,2011-11-07,4,0,11,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.395,0.400871,0.75875,0.057225,373,3662,4035,2011,Winter,Clear,November,0,0.10185690879300928,0
312,2011-11-08,4,0,11,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.408333,0.412246,0.721667,0.0690375,376,3829,4205,2011,Winter,Clear,November,1,0.09819796291459912,0
313,2011-11-09,4,0,11,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.409079,0.758333,0.0621958,305,3804,4109,2011,Winter,Clear,November,2,0.08017875920084122,0
314,2011-11-10,4,0,11,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.38,0.373721,0.813333,0.189067,190,2743,2933,2011,Winter,Mist,November,3,0.06926722566532993,2
315,2011-11-11,4,0,11,1,5,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.324167,0.306817,0.44625,0.314675,440,2928,3368,2011,Winter,Clear,November,4,0.15027322404371585,0
316,2011-11-12,4,0,11,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.356667,0.357942,0.552917,0.212062,1275,2792,4067,2011,Winter,Clear,November,5,0.4566618911174785,0
317,2011-11-13,4,0,11,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.440833,0.43055,0.458333,0.281721,1004,2713,3717,2011,Winter,Clear,November,6,0.37007003317360854,0
318,2011-11-14,4,0,11,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.53,0.524612,0.587083,0.306596,595,3891,4486,2011,Winter,Clear,November,0,0.15291698792084296,0
319,2011-11-15,4,0,11,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.53,0.507579,0.68875,0.199633,449,3746,4195,2011,Winter,Mist,November,1,0.1198611852642819,0
320,2011-11-16,4,0,11,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.456667,0.451988,0.93,0.136829,145,1672,1817,2011,Winter,Light Rain/Snow,November,2,0.0867224880382775,2
321,2011-11-17,4,0,11,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.341667,0.323221,0.575833,0.305362,139,2914,3053,2011,Winter,Mist,November,3,0.04770075497597804,2
322,2011-11-18,4,0,11,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.274167,0.272721,0.41,0.168533,245,3147,3392,2011,Winter,Clear,November,4,0.07785192246584048,0
323,2011-11-19,4,0,11,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.329167,0.324483,0.502083,0.224496,943,2720,3663,2011,Winter,Clear,November,5,0.3466911764705882,0
324,2011-11-20,4,0,11,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.463333,0.457058,0.684583,0.18595,787,2733,3520,2011,Winter,Mist,November,6,0.2879619465788511,0
325,2011-11-21,4,0,11,0,1,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4475,0.445062,0.91,0.138054,220,2545,2765,2011,Winter,Light Rain/Snow,November,0,0.08644400785854617,2
326,2011-11-22,4,0,11,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.416667,0.421696,0.9625,0.118792,69,1538,1607,2011,Winter,Light Rain/Snow,November,1,0.044863459037711315,2
327,2011-11-23,4,0,11,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.440833,0.430537,0.757917,0.335825,112,2454,2566,2011,Winter,Mist,November,2,0.045639771801140996,2
328,2011-11-24,4,0,11,1,4,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.373333,0.372471,0.549167,0.167304,560,935,1495,2011,Winter,Clear,November,3,0.5989304812834224,2
329,2011-11-25,4,0,11,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.375,0.380671,0.64375,0.0988958,1095,1697,2792,2011,Winter,Clear,November,4,0.6452563347083088,2
330,2011-11-26,4,0,11,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,2011,Winter,Clear,November,5,0.6866410115448048,2
331,2011-11-27,4,0,11,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.459167,0.4558,0.698333,0.208954,810,2261,3071,2011,Winter,Clear,November,6,0.3582485625829279,2
332,2011-11-28,4,0,11,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.503478,0.490122,0.743043,0.142122,253,3614,3867,2011,Winter,Clear,November,0,0.070005534034311,0
333,2011-11-29,4,0,11,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.458333,0.451375,0.830833,0.258092,96,2818,2914,2011,Winter,Mist,November,1,0.034066713981547196,2
334,2011-11-30,4,0,11,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.325,0.311221,0.613333,0.271158,188,3425,3613,2011,Winter,Clear,November,2,0.05489051094890511,0
335,2011-12-01,4,0,12,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3125,0.305554,0.524583,0.220158,182,3545,3727,2011,Winter,Clear,December,3,0.051339915373765865,0
336,2011-12-02,4,0,12,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.314167,0.331433,0.625833,0.100754,268,3672,3940,2011,Winter,Clear,December,4,0.07298474945533769,0
337,2011-12-03,4,0,12,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.299167,0.310604,0.612917,0.0957833,706,2908,3614,2011,Winter,Clear,December,5,0.24277854195323245,0
338,2011-12-04,4,0,12,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.330833,0.3491,0.775833,0.0839583,634,2851,3485,2011,Winter,Clear,December,6,0.22237811294282708,0
339,2011-12-05,4,0,12,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.385833,0.393925,0.827083,0.0622083,233,3578,3811,2011,Winter,Mist,December,0,0.06512017887087758,0
340,2011-12-06,4,0,12,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4625,0.4564,0.949583,0.232583,126,2468,2594,2011,Winter,Light Rain/Snow,December,1,0.051053484602917344,2
341,2011-12-07,4,0,12,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.41,0.400246,0.970417,0.266175,50,655,705,2011,Winter,Light Rain/Snow,December,2,0.07633587786259542,2
342,2011-12-08,4,0,12,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.265833,0.256938,0.58,0.240058,150,3172,3322,2011,Winter,Clear,December,3,0.04728877679697352,0
343,2011-12-09,4,0,12,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.290833,0.317542,0.695833,0.0827167,261,3359,3620,2011,Winter,Clear,December,4,0.07770169693361119,0
344,2011-12-10,4,0,12,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.275,0.266412,0.5075,0.233221,502,2688,3190,2011,Winter,Clear,December,5,0.18675595238095238,2
345,2011-12-11,4,0,12,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.220833,0.253154,0.49,0.0665417,377,2366,2743,2011,Winter,Clear,December,6,0.15934065934065933,2
346,2011-12-12,4,0,12,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.238333,0.270196,0.670833,0.06345,143,3167,3310,2011,Winter,Clear,December,0,0.04515314177455005,0
347,2011-12-13,4,0,12,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2825,0.301138,0.59,0.14055,155,3368,3523,2011,Winter,Clear,December,1,0.04602137767220903,0
348,2011-12-14,4,0,12,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3175,0.338362,0.66375,0.0609583,178,3562,3740,2011,Winter,Mist,December,2,0.04997192588433464,0
349,2011-12-15,4,0,12,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4225,0.412237,0.634167,0.268042,181,3528,3709,2011,Winter,Mist,December,3,0.051303854875283446,0
350,2011-12-16,4,0,12,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.375,0.359825,0.500417,0.260575,178,3399,3577,2011,Winter,Mist,December,4,0.052368343630479555,0
351,2011-12-17,4,0,12,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.258333,0.249371,0.560833,0.243167,275,2464,2739,2011,Winter,Mist,December,5,0.11160714285714286,2
352,2011-12-18,4,0,12,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.238333,0.245579,0.58625,0.169779,220,2211,2431,2011,Winter,Clear,December,6,0.09950248756218906,2
353,2011-12-19,4,0,12,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.276667,0.280933,0.6375,0.172896,260,3143,3403,2011,Winter,Clear,December,0,0.08272351256761057,0
354,2011-12-20,4,0,12,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.385833,0.396454,0.595417,0.0615708,216,3534,3750,2011,Winter,Mist,December,1,0.06112054329371817,0
355,2011-12-21,1,0,12,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.428333,0.428017,0.858333,0.2214,107,2553,2660,2011,Spring,Mist,December,2,0.04191147669408539,2
356,2011-12-22,1,0,12,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.423333,0.426121,0.7575,0.047275,227,2841,3068,2011,Spring,Mist,December,3,0.07990144315381907,2
357,2011-12-23,1,0,12,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.373333,0.377513,0.68625,0.274246,163,2046,2209,2011,Spring,Clear,December,4,0.07966764418377321,2
358,2011-12-24,1,0,12,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3025,0.299242,0.5425,0.190304,155,856,1011,2011,Spring,Clear,December,5,0.1810747663551402,2
359,2011-12-25,1,0,12,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.274783,0.279961,0.681304,0.155091,303,451,754,2011,Spring,Clear,December,6,0.6718403547671841,2
360,2011-12-26,1,0,12,1,1,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.321739,0.315535,0.506957,0.239465,430,887,1317,2011,Spring,Clear,December,0,0.48478015783540024,2
361,2011-12-27,1,0,12,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.325,0.327633,0.7625,0.18845,103,1059,1162,2011,Spring,Mist,December,1,0.09726156751652502,2
362,2011-12-28,1,0,12,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.29913,0.279974,0.503913,0.293961,255,2047,2302,2011,Spring,Clear,December,2,0.12457254518808011,2
363,2011-12-29,1,0,12,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.248333,0.263892,0.574167,0.119412,254,2169,2423,2011,Spring,Clear,December,3,0.11710465652374366,2
364,2011-12-30,1,0,12,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.311667,0.318812,0.636667,0.134337,491,2508,2999,2011,Spring,Clear,December,4,0.19577352472089316,2
365,2011-12-31,1,0,12,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.41,0.414121,0.615833,0.220154,665,1820,2485,2011,Spring,Clear,December,5,0.36538461538461536,2
366,2012-01-01,1,1,1,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.37,0.375621,0.6925,0.192167,686,1608,2294,2012,Spring,Clear,January,6,0.42661691542288555,2
367,2012-01-02,1,1,1,1,1,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.273043,0.252304,0.381304,0.329665,244,1707,1951,2012,Spring,Clear,January,0,0.14294083186877563,2
368,2012-01-03,1,1,1,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.15,0.126275,0.44125,0.365671,89,2147,2236,2012,Spring,Clear,January,1,0.04145319049836982,2
369,2012-01-04,1,1,1,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.1075,0.119337,0.414583,0.1847,95,2273,2368,2012,Spring,Mist,January,2,0.04179498460184778,2
370,2012-01-05,1,1,1,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.265833,0.278412,0.524167,0.129987,140,3132,3272,2012,Spring,Clear,January,3,0.04469987228607918,0
371,2012-01-06,1,1,1,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.334167,0.340267,0.542083,0.167908,307,3791,4098,2012,Spring,Clear,January,4,0.08098127143233975,0
372,2012-01-07,1,1,1,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.393333,0.390779,0.531667,0.174758,1070,3451,4521,2012,Spring,Clear,January,5,0.31005505650536075,0
373,2012-01-08,1,1,1,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3375,0.340258,0.465,0.191542,599,2826,3425,2012,Spring,Clear,January,6,0.21196036801132342,0
374,2012-01-09,1,1,1,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.224167,0.247479,0.701667,0.0989,106,2270,2376,2012,Spring,Mist,January,0,0.04669603524229075,2
375,2012-01-10,1,1,1,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.308696,0.318826,0.646522,0.187552,173,3425,3598,2012,Spring,Clear,January,1,0.05051094890510949,0
376,2012-01-11,1,1,1,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.274167,0.282821,0.8475,0.131221,92,2085,2177,2012,Spring,Mist,January,2,0.044124700239808155,2
377,2012-01-12,1,1,1,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3825,0.381938,0.802917,0.180967,269,3828,4097,2012,Spring,Mist,January,3,0.07027168234064786,0
378,2012-01-13,1,1,1,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.274167,0.249362,0.5075,0.378108,174,3040,3214,2012,Spring,Clear,January,4,0.057236842105263155,0
379,2012-01-14,1,1,1,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.18,0.183087,0.4575,0.187183,333,2160,2493,2012,Spring,Clear,January,5,0.15416666666666667,2
380,2012-01-15,1,1,1,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.166667,0.161625,0.419167,0.251258,284,2027,2311,2012,Spring,Clear,January,6,0.14010853478046373,2
381,2012-01-16,1,1,1,1,1,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.19,0.190663,0.5225,0.231358,217,2081,2298,2012,Spring,Clear,January,0,0.10427679000480539,2
382,2012-01-17,1,1,1,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.373043,0.364278,0.716087,0.34913,127,2808,2935,2012,Spring,Mist,January,1,0.04522792022792023,2
383,2012-01-18,1,1,1,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.303333,0.275254,0.443333,0.415429,109,3267,3376,2012,Spring,Clear,January,2,0.033363942454851546,0
384,2012-01-19,1,1,1,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.19,0.190038,0.4975,0.220158,130,3162,3292,2012,Spring,Clear,January,3,0.041113219481340925,0
385,2012-01-20,1,1,1,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2175,0.220958,0.45,0.20275,115,3048,3163,2012,Spring,Mist,January,4,0.037729658792650916,2
386,2012-01-21,1,1,1,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.173333,0.174875,0.83125,0.222642,67,1234,1301,2012,Spring,Mist,January,5,0.05429497568881685,2
387,2012-01-22,1,1,1,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.1625,0.16225,0.79625,0.199638,196,1781,1977,2012,Spring,Mist,January,6,0.11005053340819765,2
388,2012-01-23,1,1,1,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.218333,0.243058,0.91125,0.110708,145,2287,2432,2012,Spring,Mist,January,0,0.06340183646698731,2
389,2012-01-24,1,1,1,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3425,0.349108,0.835833,0.123767,439,3900,4339,2012,Spring,Clear,January,1,0.11256410256410257,0
390,2012-01-25,1,1,1,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.294167,0.294821,0.64375,0.161071,467,3803,4270,2012,Spring,Clear,January,2,0.1227977912174599,0
391,2012-01-26,1,1,1,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.341667,0.35605,0.769583,0.0733958,244,3831,4075,2012,Spring,Mist,January,3,0.06369094231271208,0
392,2012-01-27,1,1,1,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.425,0.415383,0.74125,0.342667,269,3187,3456,2012,Spring,Mist,January,4,0.08440539692500784,0
